Datetime,Tweet Id,Location,Username,Text,remove_user,normalisasi,case_folding,tokenisasi,stopword_removal,stemming,scores,compound,sentimen
2022-11-27 01:13:52+00:00,1.60E+23,"Bandung, Jawa Barat",garuda080,"b'RKUHP 2022 mencerminkan nilai"" Pancasila, RKUHP merupakan RUU yg disusun untuk memperbaharui KUHP agar sesuai dgn perkembangan kehidupan bermasyarakat, berbangsa dan bernegara. Tentu saja isi dari UU tersebut mencerminkan nilai"" pancasila yg telah disepakati sebagai dasar negara https://t.co/fxLe1d2Kst'","b'RKUHP 2022 mencerminkan nilai"" Pancasila, RKUHP merupakan RUU yg disusun untuk memperbaharui KUHP agar sesuai dgn perkembangan kehidupan bermasyarakat, berbangsa dan bernegara. Tentu saja isi dari UU tersebut mencerminkan nilai"" pancasila yg telah disepakati sebagai dasar negara https://t.co/fxLe1d2Kst'", RKUHP mencerminkan nilai Pancasila RKUHP merupakan RUU disusun untuk memperbaharui KUHP agar sesuai dgn perkembangan kehidupan bermasyarakat berbangsa dan bernegara Tentu saja isi dari tersebut mencerminkan nilai pancasila telah disepakati sebagai dasar negara , rkuhp mencerminkan nilai pancasila rkuhp merupakan ruu disusun untuk memperbaharui kuhp agar sesuai dgn perkembangan kehidupan bermasyarakat berbangsa dan bernegara tentu saja isi dari tersebut mencerminkan nilai pancasila telah disepakati sebagai dasar negara ,"['rkuhp', 'mencerminkan', 'nilai', 'pancasila', 'rkuhp', 'merupakan', 'ruu', 'disusun', 'untuk', 'memperbaharui', 'kuhp', 'agar', 'sesuai', 'dgn', 'perkembangan', 'kehidupan', 'bermasyarakat', 'berbangsa', 'dan', 'bernegara', 'tentu', 'saja', 'isi', 'dari', 'tersebut', 'mencerminkan', 'nilai', 'pancasila', 'telah', 'disepakati', 'sebagai', 'dasar', 'negara']","['rkuhp', 'mencerminkan', 'nilai', 'pancasila', 'rkuhp', 'ruu', 'disusun', 'memperbaharui', 'kuhp', 'sesuai', 'perkembangan', 'kehidupan', 'bermasyarakat', 'berbangsa', 'bernegara', 'isi', 'mencerminkan', 'nilai', 'pancasila', 'disepakati', 'dasar', 'negara']",rkuhp cermin nilai pancasila rkuhp ruu susun baharu kuhp sesuai kembang hidup masyarakat bangsa negara isi cermin nilai pancasila pakat dasar negara,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.5859}",0.5859,positif
2022-11-27 01:00:19+00:00,1.60E+23,,Anggita_lung,"b'Rancangan RKUHP merupakan  RUU yang disusun dengan tujuan untuk memperbaharui KUHP agar sesuai dengan perkembangan kehidupan bermasyarakat, berbangsa dan bernegara. Isi dari undang-undang  mencerminkan nilai-nilai pancasila yang telah disepakati sebagai dasar negara. https://t.co/oRxCtlgEfL'","b'Rancangan RKUHP merupakan  RUU yang disusun dengan tujuan untuk memperbaharui KUHP agar sesuai dengan perkembangan kehidupan bermasyarakat, berbangsa dan bernegara. Isi dari undang-undang  mencerminkan nilai-nilai pancasila yang telah disepakati sebagai dasar negara. https://t.co/oRxCtlgEfL'", Rancangan RKUHP merupakan RUU yang disusun dengan tujuan untuk memperbaharui KUHP agar sesuai dengan perkembangan kehidupan bermasyarakat berbangsa dan bernegara Isi dari undang undang mencerminkan nilai nilai pancasila yang telah disepakati sebagai dasar negara , rancangan rkuhp merupakan ruu yang disusun dengan tujuan untuk memperbaharui kuhp agar sesuai dengan perkembangan kehidupan bermasyarakat berbangsa dan bernegara isi dari undang undang mencerminkan nilai nilai pancasila yang telah disepakati sebagai dasar negara ,"['rancangan', 'rkuhp', 'merupakan', 'ruu', 'yang', 'disusun', 'dengan', 'tujuan', 'untuk', 'memperbaharui', 'kuhp', 'agar', 'sesuai', 'dengan', 'perkembangan', 'kehidupan', 'bermasyarakat', 'berbangsa', 'dan', 'bernegara', 'isi', 'dari', 'undang', 'undang', 'mencerminkan', 'nilai', 'nilai', 'pancasila', 'yang', 'telah', 'disepakati', 'sebagai', 'dasar', 'negara']","['rancangan', 'rkuhp', 'ruu', 'disusun', 'tujuan', 'memperbaharui', 'kuhp', 'sesuai', 'perkembangan', 'kehidupan', 'bermasyarakat', 'berbangsa', 'bernegara', 'isi', 'undang', 'undang', 'mencerminkan', 'nilai', 'nilai', 'pancasila', 'disepakati', 'dasar', 'negara']",rancang rkuhp ruu susun tuju baharu kuhp sesuai kembang hidup masyarakat bangsa negara isi undang undang cermin nilai nilai pancasila pakat dasar negara,"{'neg': 0.236, 'neu': 0.633, 'pos': 0.132, 'compound': -0.4513}",-0.4513,negatif
2022-11-26 16:32:14+00:00,1.60E+23,"Mamuju, Indonesia",Rahmatrusma,"b'RUU KUHP terlihat begitu mudahnya memenjarakan rakyat sendiri, Apa-apaan ini. \n#SemuaBisaKena #TolakRUUKUHP'","b'RUU KUHP terlihat begitu mudahnya memenjarakan rakyat sendiri, Apa-apaan ini. \n#SemuaBisaKena #TolakRUUKUHP'", RUU KUHP terlihat begitu mudahnya memenjarakan rakyat sendiri Apa apaan ini SemuaBisaKena TolakRUUKUHP , ruu kuhp terlihat begitu mudahnya memenjarakan rakyat sendiri apa apaan ini semuabisakena tolakruukuhp ,"['ruu', 'kuhp', 'terlihat', 'begitu', 'mudahnya', 'memenjarakan', 'rakyat', 'sendiri', 'apa', 'apaan', 'ini', 'semuabisakena', 'tolakruukuhp']","['ruu', 'kuhp', 'mudahnya', 'memenjarakan', 'rakyat', 'semuabisakena', 'tolakruukuhp']",ruu kuhp mudah penjara rakyat semuabisakena tolakruukuhp,"{'neg': 0.2, 'neu': 0.668, 'pos': 0.131, 'compound': -0.6249}",-0.6249,negatif
2022-11-26 16:17:28+00:00,1.60E+23,,tentanghukum_,"b'Saat semua pada sibuk sampah GBk serta politik identitas, hingga kita semua dilupakan jika RUU KUHP akan diketuk secara sah\nSemangat para penjahat negara untuk memuluskan oligarki kekusaan'","b'Saat semua pada sibuk sampah GBk serta politik identitas, hingga kita semua dilupakan jika RUU KUHP akan diketuk secara sah\nSemangat para penjahat negara untuk memuluskan oligarki kekusaan'", Saat semua pada sibuk sampah GBk serta politik identitas hingga kita semua dilupakan jika RUU KUHP akan diketuk secara sah nSemangat para penjahat negara untuk memuluskan oligarki kekusaan , saat semua pada sibuk sampah gbk serta politik identitas hingga kita semua dilupakan jika ruu kuhp akan diketuk secara sah nsemangat para penjahat negara untuk memuluskan oligarki kekusaan ,"['saat', 'semua', 'pada', 'sibuk', 'sampah', 'gbk', 'serta', 'politik', 'identitas', 'hingga', 'kita', 'semua', 'dilupakan', 'jika', 'ruu', 'kuhp', 'akan', 'diketuk', 'secara', 'sah', 'nsemangat', 'para', 'penjahat', 'negara', 'untuk', 'memuluskan', 'oligarki', 'kekusaan']","['sibuk', 'sampah', 'gbk', 'politik', 'identitas', 'dilupakan', 'ruu', 'kuhp', 'diketuk', 'sah', 'nsemangat', 'penjahat', 'negara', 'memuluskan', 'oligarki', 'kekusaan']",sibuk sampah gbk politik identitas lupa ruu kuhp ketuk sah nsemangat jahat negara mulus oligarki kusa,"{'neg': 0.124, 'neu': 0.727, 'pos': 0.149, 'compound': 0.3182}",0.3182,positif
2022-11-26 14:08:11+00:00,1.60E+23,"Kotagede, Indonesia",LBHYogyakarta,b'*Diskusi Rakyat dan konsolidasi sleding RUU KUHP*\n\nKritik sebagai hak menyatakan pendapat (freedom of opinion and expression) merupakan hak konstitusional semua warga negara Republik Indonesia. \n\n#SemuaBisaKena\n#KeadilanUntukSemua https://t.co/9MZHI6SvHL',b'*Diskusi Rakyat dan konsolidasi sleding RUU KUHP*\n\nKritik sebagai hak menyatakan pendapat (freedom of opinion and expression) merupakan hak konstitusional semua warga negara Republik Indonesia. \n\n#SemuaBisaKena\n#KeadilanUntukSemua https://t.co/9MZHI6SvHL', Diskusi Rakyat dan konsolidasi sleding RUU KUHP nKritik sebagai hak menyatakan pendapat freedom opinion and expression merupakan hak konstitusional semua warga negara Republik Indonesia SemuaBisaKena KeadilanUntukSemua , diskusi rakyat dan konsolidasi sleding ruu kuhp nkritik sebagai hak menyatakan pendapat freedom opinion and expression merupakan hak konstitusional semua warga negara republik indonesia semuabisakena keadilanuntuksemua ,"['diskusi', 'rakyat', 'dan', 'konsolidasi', 'sleding', 'ruu', 'kuhp', 'nkritik', 'sebagai', 'hak', 'menyatakan', 'pendapat', 'freedom', 'opinion', 'and', 'expression', 'merupakan', 'hak', 'konstitusional', 'semua', 'warga', 'negara', 'republik', 'indonesia', 'semuabisakena', 'keadilanuntuksemua']","['diskusi', 'rakyat', 'konsolidasi', 'sleding', 'ruu', 'kuhp', 'nkritik', 'hak', 'pendapat', 'freedom', 'opinion', 'and', 'expression', 'hak', 'konstitusional', 'warga', 'negara', 'republik', 'indonesia', 'semuabisakena', 'keadilanuntuksemua']",diskusi rakyat konsolidasi sleding ruu kuhp nkritik hak dapat freedom opinion and expression hak konstitusional warga negara republik indonesia semuabisakena keadilanuntuksemua,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.8555}",-0.8555,negatif
2022-11-26 13:49:40+00:00,1.60E+22,Memijak langit menjunjung bumi,MartoArt,"b'Jangan takut Indonesia kolaps keterjang resesi dunia, Indonesia akan bubar dengan sendirinya kalo RUU KUHP jadi UU.'","b'Jangan takut Indonesia kolaps keterjang resesi dunia, Indonesia akan bubar dengan sendirinya kalo RUU KUHP jadi UU.'", Jangan takut Indonesia kolaps keterjang resesi dunia Indonesia akan bubar dengan sendirinya kalo RUU KUHP jadi , jangan takut indonesia kolaps keterjang resesi dunia indonesia akan bubar dengan sendirinya kalo ruu kuhp jadi ,"['jangan', 'takut', 'indonesia', 'kolaps', 'keterjang', 'resesi', 'dunia', 'indonesia', 'akan', 'bubar', 'dengan', 'sendirinya', 'kalo', 'ruu', 'kuhp', 'jadi']","['takut', 'indonesia', 'kolaps', 'keterjang', 'resesi', 'dunia', 'indonesia', 'bubar', 'ruu', 'kuhp']",takut indonesia kolaps terjang resesi dunia indonesia bubar ruu kuhp,"{'neg': 0.295, 'neu': 0.649, 'pos': 0.057, 'compound': -0.8689}",-0.8689,negatif
2022-11-26 13:29:19+00:00,1.60E+22,"Liverpool, England",dessysoemarko__,"b'Sudah jatuh ,tertimpa RUU KUHP lagi.. #SemuaBisaKena\nBahu membahu membuat bencana melalui RUU KUHP\nSkala 8 ritcher https://t.co/5aianVeqF6'","b'Sudah jatuh ,tertimpa RUU KUHP lagi.. #SemuaBisaKena\nBahu membahu membuat bencana melalui RUU KUHP\nSkala 8 ritcher https://t.co/5aianVeqF6'", Sudah jatuh tertimpa RUU KUHP lagi SemuaBisaKena nBahu membahu membuat bencana melalui RUU KUHP nSkala ritcher , sudah jatuh tertimpa ruu kuhp lagi semuabisakena nbahu membahu membuat bencana melalui ruu kuhp nskala ritcher ,"['sudah', 'jatuh', 'tertimpa', 'ruu', 'kuhp', 'lagi', 'semuabisakena', 'nbahu', 'membahu', 'membuat', 'bencana', 'melalui', 'ruu', 'kuhp', 'nskala', 'ritcher']","['jatuh', 'tertimpa', 'ruu', 'kuhp', 'semuabisakena', 'nbahu', 'membahu', 'bencana', 'ruu', 'kuhp', 'nskala', 'ritcher']",jatuh timpa ruu kuhp semuabisakena nbahu bahu bencana ruu kuhp nskala ritcher,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.8225}",0.8225,positif
2022-11-26 12:12:25+00:00,1.60E+23,"Semarang Barat, Indonesia",bhp_semarang,b'Penyuluh Hukum Sebarkan Informasi RUU KUHP melalui Apel Pagi https://t.co/KKo26jikD6 \n\n@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KamiPasti #KumhamSemakinPasti #Kumham #kemenkumham #kemenkumhamri #Berita #Twitter #kanwilkemenkumhamjateng #2022SemakinPasti #NEWS',b'Penyuluh Hukum Sebarkan Informasi RUU KUHP melalui Apel Pagi https://t.co/KKo26jikD6 \n\n  #bhpsemarang #KumhamPasti #KamiPasti #KumhamSemakinPasti #Kumham #kemenkumham #kemenkumhamri #Berita #Twitter #kanwilkemenkumhamjateng #2022SemakinPasti #NEWS', Penyuluh Hukum Sebarkan Informasi RUU KUHP melalui Apel Pagi bhpsemarang KumhamPasti KamiPasti KumhamSemakinPasti Kumham kemenkumham kemenkumhamri Berita Twitter kanwilkemenkumhamjateng SemakinPasti NEWS , penyuluh hukum sebarkan informasi ruu kuhp melalui apel pagi bhpsemarang kumhampasti kamipasti kumhamsemakinpasti kumham kemenkumham kemenkumhamri berita twitter kanwilkemenkumhamjateng semakinpasti news ,"['penyuluh', 'hukum', 'sebarkan', 'informasi', 'ruu', 'kuhp', 'melalui', 'apel', 'pagi', 'bhpsemarang', 'kumhampasti', 'kamipasti', 'kumhamsemakinpasti', 'kumham', 'kemenkumham', 'kemenkumhamri', 'berita', 'twitter', 'kanwilkemenkumhamjateng', 'semakinpasti', 'news']","['penyuluh', 'hukum', 'sebarkan', 'informasi', 'ruu', 'kuhp', 'apel', 'pagi', 'bhpsemarang', 'kumhampasti', 'kamipasti', 'kumhamsemakinpasti', 'kumham', 'kemenkumham', 'kemenkumhamri', 'berita', 'twitter', 'kanwilkemenkumhamjateng', 'semakinpasti', 'news']",suluh hukum sebar informasi ruu kuhp apel pagi bhpsemarang kumhampasti kamipasti kumhamsemakinpasti kumham kemenkumham kemenkumhamri berita twitter kanwilkemenkumhamjateng semakinpasti news,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8625}",0.8625,positif
2022-11-26 11:41:45+00:00,1.60E+23,,azyznoerdin,b'@ThohirSyarief @tempodotco Ya sekalian cuks amandemen. MK sudah diamankan. Pimpinan Partai Parlemen sudah dikunci. \nTinggal nunggu momentum aja. \nSalah satu skema nya seperti ini. \nCek soundnya di ruukuhp kalau goal dan gojolak bisa diredam maka skema diatas bisa dijalankan.',b'  Ya sekalian cuks amandemen. MK sudah diamankan. Pimpinan Partai Parlemen sudah dikunci. \nTinggal nunggu momentum aja. \nSalah satu skema nya seperti ini. \nCek soundnya di ruukuhp kalau goal dan gojolak bisa diredam maka skema diatas bisa dijalankan.', sekalian cuks amandemen sudah diamankan Pimpinan Partai Parlemen sudah dikunci nTinggal nunggu momentum aja nSalah satu skema nya seperti ini nCek soundnya ruukuhp kalau goal dan gojolak bisa diredam maka skema diatas bisa dijalankan , sekalian cuks amandemen sudah diamankan pimpinan partai parlemen sudah dikunci ntinggal nunggu momentum aja nsalah satu skema nya seperti ini ncek soundnya ruukuhp kalau goal dan gojolak bisa diredam maka skema diatas bisa dijalankan ,"['sekalian', 'cuks', 'amandemen', 'sudah', 'diamankan', 'pimpinan', 'partai', 'parlemen', 'sudah', 'dikunci', 'ntinggal', 'nunggu', 'momentum', 'aja', 'nsalah', 'satu', 'skema', 'nya', 'seperti', 'ini', 'ncek', 'soundnya', 'ruukuhp', 'kalau', 'goal', 'dan', 'gojolak', 'bisa', 'diredam', 'maka', 'skema', 'diatas', 'bisa', 'dijalankan']","['cuks', 'amandemen', 'diamankan', 'pimpinan', 'partai', 'parlemen', 'dikunci', 'ntinggal', 'nunggu', 'momentum', 'nsalah', 'skema', 'ncek', 'soundnya', 'ruukuhp', 'goal', 'gojolak', 'diredam', 'skema', 'diatas', 'dijalankan']",cuks amandemen aman pimpin partai parlemen kunci ntinggal nunggu momentum nsalah skema ncek soundnya ruukuhp goal gojolak redam skema atas jalan,"{'neg': 0.271, 'neu': 0.613, 'pos': 0.116, 'compound': -0.8782}",-0.8782,negatif
2022-11-26 10:36:42+00:00,1.60E+23,,Abang09882137,"b'@mohmahfudmd Pak,perang bintang jgn diredam,para bintang itu hrs diproses pidana..hrs ada tgg jwb moral dan pidana..spt kasus Kanjuruhan..dan selesaikan tugas sejarah mu prof mengawal ruukuhap dan ruukuhp,carut marut penegakan hukum dan keadilan hukum salah 1 nya bersumber pd 2 UU ini https://t.co/9FjFOJAOS4'","b' Pak,perang bintang jgn diredam,para bintang itu hrs diproses pidana..hrs ada tgg jwb moral dan pidana..spt kasus Kanjuruhan..dan selesaikan tugas sejarah mu prof mengawal ruukuhap dan ruukuhp,carut marut penegakan hukum dan keadilan hukum salah 1 nya bersumber pd 2 UU ini https://t.co/9FjFOJAOS4'", Pak perang bintang jgn diredam para bintang itu hrs diproses pidana hrs ada tgg jwb moral dan pidana spt kasus Kanjuruhan dan selesaikan tugas sejarah prof mengawal ruukuhap dan ruukuhp carut marut penegakan hukum dan keadilan hukum salah nya bersumber ini , pak perang bintang jgn diredam para bintang itu hrs diproses pidana hrs ada tgg jwb moral dan pidana spt kasus kanjuruhan dan selesaikan tugas sejarah prof mengawal ruukuhap dan ruukuhp carut marut penegakan hukum dan keadilan hukum salah nya bersumber ini ,"['pak', 'perang', 'bintang', 'jgn', 'diredam', 'para', 'bintang', 'itu', 'hrs', 'diproses', 'pidana', 'hrs', 'ada', 'tgg', 'jwb', 'moral', 'dan', 'pidana', 'spt', 'kasus', 'kanjuruhan', 'dan', 'selesaikan', 'tugas', 'sejarah', 'prof', 'mengawal', 'ruukuhap', 'dan', 'ruukuhp', 'carut', 'marut', 'penegakan', 'hukum', 'dan', 'keadilan', 'hukum', 'salah', 'nya', 'bersumber', 'ini']","['perang', 'bintang', 'diredam', 'bintang', 'hrs', 'diproses', 'pidana', 'hrs', 'tgg', 'jwb', 'moral', 'pidana', 'spt', 'kanjuruhan', 'selesaikan', 'tugas', 'sejarah', 'prof', 'mengawal', 'ruukuhap', 'ruukuhp', 'carut', 'marut', 'penegakan', 'hukum', 'keadilan', 'hukum', 'salah', 'bersumber']",perang bintang redam bintang hrs proses pidana hrs tgg jwb moral pidana spt kanjuruhan selesai tugas sejarah prof awal ruukuhap ruukuhp carut marut tega hukum adil hukum salah sumber,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negatif
2022-11-26 09:30:53+00:00,1.60E+23,Jakarta,Beritasatu,b'DPR Bakal Sahkan RUU KUHP Sebelum Masa Reses https://t.co/rGOr2UsrWT',b'DPR Bakal Sahkan RUU KUHP Sebelum Masa Reses https://t.co/rGOr2UsrWT', DPR Bakal Sahkan RUU KUHP Sebelum Masa Reses , dpr bakal sahkan ruu kuhp sebelum masa reses ,"['dpr', 'bakal', 'sahkan', 'ruu', 'kuhp', 'sebelum', 'masa', 'reses']","['dpr', 'sahkan', 'ruu', 'kuhp', 'reses']",dpr sahkan ruu kuhp reses,"{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negatif
2022-11-26 08:23:59+00:00,1.60E+23,"Kota Gunung Lawu, Jawa Timur",NgebutMautC84,"b'@Mrnug881 @OposisiCerdas https://t.co/nh0HMu0qzI\n\nTujuannya emang akan ke sana. Ingat hutang kita banyak ke sana. Ditambah byk TKA2 asal cukong Komunis Cina. Kita sdh JONGOS MEREKA. Jd AMANDEMEN UUD45 BAKAL TERJADI. Tp sblmnya RUUKUHP disahkan jd UU KUHP REVISI BIAR YG BACOT, TOGAR-TAGAR, KRITIS DI BUI'","b'  https://t.co/nh0HMu0qzI\n\nTujuannya emang akan ke sana. Ingat hutang kita banyak ke sana. Ditambah byk TKA2 asal cukong Komunis Cina. Kita sdh JONGOS MEREKA. Jd AMANDEMEN UUD45 BAKAL TERJADI. Tp sblmnya RUUKUHP disahkan jd UU KUHP REVISI BIAR YG BACOT, TOGAR-TAGAR, KRITIS DI BUI'", emang akan sana Ingat hutang kita banyak sana Ditambah byk TKA asal cukong Komunis Cina Kita sdh JONGOS MEREKA AMANDEMEN UUD BAKAL TERJADI sblmnya RUUKUHP disahkan KUHP REVISI BIAR BACOT TOGAR TAGAR KRITIS BUI , emang akan sana ingat hutang kita banyak sana ditambah byk tka asal cukong komunis cina kita sdh jongos mereka amandemen uud bakal terjadi sblmnya ruukuhp disahkan kuhp revisi biar bacot togar tagar kritis bui ,"['emang', 'akan', 'sana', 'ingat', 'hutang', 'kita', 'banyak', 'sana', 'ditambah', 'byk', 'tka', 'asal', 'cukong', 'komunis', 'cina', 'kita', 'sdh', 'jongos', 'mereka', 'amandemen', 'uud', 'bakal', 'terjadi', 'sblmnya', 'ruukuhp', 'disahkan', 'kuhp', 'revisi', 'biar', 'bacot', 'togar', 'tagar', 'kritis', 'bui']","['emang', 'hutang', 'ditambah', 'byk', 'tka', 'cukong', 'komunis', 'cina', 'jongos', 'amandemen', 'uud', 'sblmnya', 'ruukuhp', 'disahkan', 'kuhp', 'revisi', 'bacot', 'togar', 'tagar', 'kritis', 'bui']",emang hutang tambah byk tka cukong komunis cina jongos amandemen uud sblmnya ruukuhp sah kuhp revisi bacot togar tagar kritis bui,"{'neg': 0.227, 'neu': 0.726, 'pos': 0.047, 'compound': -0.7158}",-0.7158,negatif
2022-11-26 07:35:16+00:00,1.60E+23,,_jafarsodiq,"b'@azharazziz Ingin sekali diriku mengeluarkan sebuah meme, tapi kok ya takut sama RUU KUHP, walaupun itu belum disahkan\xf0\x9f\x98\x82'","b' Ingin sekali diriku mengeluarkan sebuah meme, tapi kok ya takut sama RUU KUHP, walaupun itu belum disahkan\xf0\x9f\x98\x82'", Ingin sekali diriku mengeluarkan sebuah meme tapi kok takut sama RUU KUHP walaupun itu belum disahkan , ingin sekali diriku mengeluarkan sebuah meme tapi kok takut sama ruu kuhp walaupun itu belum disahkan ,"['ingin', 'sekali', 'diriku', 'mengeluarkan', 'sebuah', 'meme', 'tapi', 'kok', 'takut', 'sama', 'ruu', 'kuhp', 'walaupun', 'itu', 'belum', 'disahkan']","['diriku', 'mengeluarkan', 'meme', 'takut', 'ruu', 'kuhp', 'disahkan']",diri keluar meme takut ruu kuhp sah,"{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.7506}",-0.7506,negatif
2022-11-26 03:11:17+00:00,1.60E+23,Indonesia,koswara,"b'@kopiduasendok @DrEvaChaniago Di RUU KUHP, orang yang hidup bersama tanpa nikah pun dipidana, \nhttps://t.co/rNZEfQlPeo'","b'  Di RUU KUHP, orang yang hidup bersama tanpa nikah pun dipidana, \nhttps://t.co/rNZEfQlPeo'", RUU KUHP orang yang hidup bersama tanpa nikah pun dipidana , ruu kuhp orang yang hidup bersama tanpa nikah pun dipidana ,"['ruu', 'kuhp', 'orang', 'yang', 'hidup', 'bersama', 'tanpa', 'nikah', 'pun', 'dipidana']","['ruu', 'kuhp', 'orang', 'hidup', 'nikah', 'dipidana']",ruu kuhp orang hidup nikah pidana,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negatif
2022-11-26 03:09:06+00:00,1.60E+23,Indonesia,koswara,b'@kopiduasendok @DrEvaChaniago Indonesia pun melarang LGBT melalui RUU KUHP https://t.co/HcsDDsNd4Q',b'  Indonesia pun melarang LGBT melalui RUU KUHP https://t.co/HcsDDsNd4Q', Indonesia pun melarang LGBT melalui RUU KUHP , indonesia pun melarang lgbt melalui ruu kuhp ,"['indonesia', 'pun', 'melarang', 'lgbt', 'melalui', 'ruu', 'kuhp']","['indonesia', 'melarang', 'lgbt', 'ruu', 'kuhp']",indonesia larang lgbt ruu kuhp,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7906}",0.7906,positif
2022-11-26 02:16:48+00:00,1.60E+23,,Abang09882137,"b'@hnurwahid Eh lu urusin kekuasaan mlulu..UU rampas aset,RUU KUHAP, RUU KUHP sgra lu pikirkan agar harta koruptor mudah di rampas dan kesewenangan aparat hukum bs terkontrol..kpn mikirin rakyat'","b' Eh lu urusin kekuasaan mlulu..UU rampas aset,RUU KUHAP, RUU KUHP sgra lu pikirkan agar harta koruptor mudah di rampas dan kesewenangan aparat hukum bs terkontrol..kpn mikirin rakyat'", urusin kekuasaan mlulu rampas aset RUU KUHAP RUU KUHP sgra pikirkan agar harta koruptor mudah rampas dan kesewenangan aparat hukum terkontrol kpn mikirin rakyat , urusin kekuasaan mlulu rampas aset ruu kuhap ruu kuhp sgra pikirkan agar harta koruptor mudah rampas dan kesewenangan aparat hukum terkontrol kpn mikirin rakyat ,"['urusin', 'kekuasaan', 'mlulu', 'rampas', 'aset', 'ruu', 'kuhap', 'ruu', 'kuhp', 'sgra', 'pikirkan', 'agar', 'harta', 'koruptor', 'mudah', 'rampas', 'dan', 'kesewenangan', 'aparat', 'hukum', 'terkontrol', 'kpn', 'mikirin', 'rakyat']","['urusin', 'kekuasaan', 'mlulu', 'rampas', 'aset', 'ruu', 'kuhap', 'ruu', 'kuhp', 'sgra', 'pikirkan', 'harta', 'koruptor', 'mudah', 'rampas', 'kesewenangan', 'aparat', 'hukum', 'terkontrol', 'kpn', 'mikirin', 'rakyat']",urusin kuasa mlulu rampas aset ruu hap ruu kuhp sgra pikir harta koruptor mudah rampas wenang aparat hukum kontrol kpn mikirin rakyat,"{'neg': 0.478, 'neu': 0.522, 'pos': 0.0, 'compound': -0.7506}",-0.7506,negatif
2022-11-26 01:23:53+00:00,1.60E+23,Kendari,NatanaelMT,b'@BEMUI_Official Yg menolak pengesahan RUU KUHP yg jahat',b' Yg menolak pengesahan RUU KUHP yg jahat', menolak pengesahan RUU KUHP jahat , menolak pengesahan ruu kuhp jahat ,"['menolak', 'pengesahan', 'ruu', 'kuhp', 'jahat']","['menolak', 'pengesahan', 'ruu', 'kuhp', 'jahat']",tolak kesah ruu kuhp jahat,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negatif
2022-11-26 01:08:29+00:00,1.60E+23,"East Java, Indonesia",Sam_Ardi,b'Menunggu RUU KUHP disahkan minggu depan https://t.co/Nyeaa79ym9',b'Menunggu RUU KUHP disahkan minggu depan https://t.co/Nyeaa79ym9', Menunggu RUU KUHP disahkan minggu depan , menunggu ruu kuhp disahkan minggu depan ,"['menunggu', 'ruu', 'kuhp', 'disahkan', 'minggu', 'depan']","['menunggu', 'ruu', 'kuhp', 'disahkan', 'minggu']",tunggu ruu kuhp sah minggu,"{'neg': 0.23, 'neu': 0.563, 'pos': 0.208, 'compound': -0.3857}",-0.3857,negatif
